GPS speed,OBD speed,Engine RPM,Throttle position,Engine load,Coolant Temperature,engine_condition,Fuel Consumption,CO2 Emission,Engine Temperature,Brake Oil,Maintenance Score
21.1146328,22.44129514,5007.883709,89.73019801,64.08405625,36.0428577,CRITICAL,26.46,370.1,86.3,10,42.1
90.06370021,87.18752966,3064.99337,11.09732763,69.46784526,101.1515081,CRITICAL,16.08,264.6,132.9,10,62.8
129.304504,127.1521611,4363.609277,39.25688112,25.62024203,107.9385923,CRITICAL,19.56,297.4,151.5,10,55.9
3.478489727,3.396796074,2328.535679,69.72672512,50.40135138,31.50331152,CRITICAL,18.66,279.7,54.3,10,57.7
99.4887772,97.30656586,6043.206278,35.42174999,79.72093881,46.2570015,CRITICAL,24.63,338.8,107.4,10,45.7
27.61856927,31.56120039,5239.006825,18.39594101,23.84209974,104.35312,CRITICAL,18.02,285.7,157,10,59
92.87017089,92.75005942,1681.371675,41.28083658,95.10751072,84.6966147,CRITICAL,17.53,272.6,101.5,10,59.9
84.47127432,83.23746395,2249.762383,49.7696161,40.92827523,30.74624223,CRITICAL,16.52,267.5,51.7,10,62
8.550358133,12.99062198,6924.186825,31.92884932,32.5037875,111.7093992,CRITICAL,24.06,336.4,181.1,10,46.9
117.2291538,113.9616948,6433.639933,71.9256291,5.884281123,35.74053477,CRITICAL,26.23,366.8,97.8,10,42.5
140.0110265,137.1010837,4762.687802,99.31502298,9.82887323,40.07401784,CRITICAL,25.66,365.5,87.3,10,43.7
36.70733955,35.23958288,4333.221954,80.13031108,34.95219404,32.32938324,CRITICAL,23.12,324.6,75.3,10,48.8
17.99536306,22.3026955,4745.763785,51.50856671,29.05412552,109.7025768,CRITICAL,21.04,317,156.2,10,52.9
49.03181846,47.42034798,3332.612306,85.77597828,53.43194242,109.5763963,CRITICAL,23.01,328.7,143.3,10,49
141.3951137,139.2389039,6851.758067,86.73087686,25.93451316,43.04123474,CRITICAL,29.18,394.5,110.4,10,36.6
62.36012001,64.14052614,1848.39364,12.65136996,41.52757234,96.55057864,CRITICAL,11.68,217.8,114.4,10,71.6
121.5614899,119.1863071,4295.117225,38.23818842,90.31900019,39.37952786,CRITICAL,21.04,311.7,83,10,52.9
47.17685556,43.14849351,5226.345132,88.38989695,48.08709145,69.18161507,CRITICAL,26.77,367.5,120.3,10,41.5
29.2105284,29.78303419,922.7955655,47.09475371,38.31128486,80.46654864,CRITICAL,12.7,238.4,89.7,10,69.6
73.22156361,74.14523215,5657.004296,91.04688384,54.62446274,65.24413292,CRITICAL,27.79,382.4,121,10,39.4
147.2065656,144.9182947,2931.022975,30.34003335,62.91522257,46.38065335,CRITICAL,16.58,270.6,75,10,61.8
57.29154263,55.7948854,4330.579971,46.45713604,21.23935464,66.50162642,CRITICAL,19.12,284.6,108.8,10,56.8
78.72350071,75.18917793,5241.399187,92.0594068,7.95826314,98.05094463,CRITICAL,24.46,341.8,150.6,10,46.1
133.2457728,137.3483637,6006.69331,59.47864547,43.39394286,92.27587339,CRITICAL,24.61,340.1,150.7,10,45.8
30.96823576,33.41586186,567.4730313,98.4326077,94.13371781,84.90890654,CRITICAL,20.93,310.7,90.4,10,53.1
70.1168848,67.4499731,6620.054562,27.95163346,32.87957374,84.70046204,CRITICAL,22.39,323,150.6,10,50.2
59.70079394,60.33313005,4151.471845,21.53535472,17.13561322,67.36116005,CRITICAL,15.09,254,108.4,10,64.8
59.42165565,57.64026048,5076.932852,48.48746604,84.17507299,89.50053562,CRITICAL,23.85,342.3,140.2,10,47.3
106.0918368,105.6625223,6178.453823,57.26437322,44.11805293,81.60921452,CRITICAL,25.2,350.9,143,10,44.6
43.48721675,46.68535353,3480.893815,26.3435422,13.65914737,72.96314667,CRITICAL,15.06,250.5,107.1,10,64.9
50.13707711,54.48984835,4209.046058,97.34713623,84.47865719,85.49907078,CRITICAL,27.71,375.9,127.5,10,39.6
106.1683735,105.7022574,6361.670413,73.85112731,6.443023039,43.56932976,CRITICAL,24.69,356.1,106.6,10,45.6
104.5636707,108.7362156,5234.621378,42.89992808,57.92277037,57.52707013,CRITICAL,22.99,329.8,110.2,10,49
19.71567967,17.07103632,4495.076689,23.42669222,92.40118268,49.3051996,CRITICAL,21.49,320.4,92.9,10,52
82.20712543,78.06953688,4106.259802,56.22719912,68.81751666,92.43779969,CRITICAL,22.45,326.5,133.3,10,50.1
58.75916454,54.89569695,6208.51876,63.64673218,82.85972329,32.68323389,CRITICAL,27.96,376.7,96,10,39.1
90.27787986,94.24618634,6065.303966,9.482255663,89.93140055,57.69861084,CRITICAL,22.33,322.4,118.9,10,50.3
30.40804111,30.11520981,6718.007984,17.9434198,41.16766204,68.36124676,CRITICAL,21.55,320.7,134.8,10,51.9
63.37264214,59.84778807,4961.98421,54.08345964,21.71282756,119.2490668,CRITICAL,22.04,317.2,168,10,50.9
6.858937324,3.737046329,6135.391246,9.382682627,2.31449607,72.81069658,CRITICAL,17.87,281.8,135.5,10,59.3
144.7673947,149.7646978,4548.947823,43.75447015,60.14435531,58.4880721,CRITICAL,21.38,316.4,104.8,10,52.2
35.92858347,33.57332091,1369.500137,94.87996475,88.35554433,48.63011496,CRITICAL,20.96,306.4,62.4,10,53.1
38.25432051,38.31354048,1982.239697,17.46677801,20.80034781,86.88063355,CRITICAL,11.93,215.8,107.5,10,71.1
97.11122495,96.93454993,6223.982946,81.40164514,43.63004562,116.5125604,CRITICAL,28.77,391.6,178.7,10,37.5
103.1974356,106.1325161,4280.462616,65.41199822,86.87458922,69.03038998,CRITICAL,24.05,344.5,111.6,10,46.9
31.1643499,33.74038649,2368.251162,34.43018757,26.72762064,71.33703688,CRITICAL,14.56,241.7,95.2,10,65.9
35.72058532,31.8302758,6721.954397,56.76457211,23.10307417,101.9735929,CRITICAL,25.66,356.2,168.8,10,43.7
147.3191592,149.6805807,2893.121535,84.76430194,47.88075998,76.35476736,CRITICAL,20.5,304.9,105.8,10,54
111.5262384,112.3001571,4655.792484,6.392900183,9.289873577,104.1805068,CRITICAL,15.3,252.2,150.2,10,64.4
129.555751,127.9653371,2473.058887,76.95230832,88.11821093,74.72707958,CRITICAL,22.25,325.3,100,10,50.5
32.14623932,35.87036133,544.654716,78.83786249,14.16657927,100.2736027,CRITICAL,14.17,245.4,107.2,10,66.7
102.7701465,105.9073183,5856.150274,68.14956609,2.662306762,42.70186469,CRITICAL,23.47,332.8,101.7,10,48.1
51.48452625,48.43854279,5447.169244,81.96959386,93.15571852,108.4401588,CRITICAL,29.33,403.5,163.5,10,36.3
43.20261961,42.24079749,3029.884539,99.9148152,29.29463828,85.80366256,CRITICAL,22.54,325.2,116.6,10,49.9
86.48735543,81.55937588,877.5126077,8.207542434,45.47510386,92.51094032,CRITICAL,9.28,195.1,101.4,10.9,76
111.3686346,113.8015581,1593.052354,20.95360872,6.012083781,109.0913363,CRITICAL,11.58,222.2,124.6,10,71.8
82.82791634,81.73117414,6796.010492,58.55950584,19.91568492,71.89618241,CRITICAL,25.3,353.8,140.6,10,44.4
113.080568,111.0084089,5306.709019,97.58815629,37.06221658,114.1552275,CRITICAL,27.42,378.3,167.1,10,40.2
31.41297252,29.77387677,3604.351665,62.57355617,62.73891188,58.16804846,CRITICAL,20.81,300.5,94.7,10,53.4
5.08012692,4.738359866,2910.996405,84.66368902,71.19296865,98.88426209,CRITICAL,22.14,316.5,126.3,10,50.7
123.1279957,122.8802031,567.6737711,30.49487564,2.250961785,72.96421966,CRITICAL,8.86,195.4,77.9,10,77.3
119.0313414,114.8769137,6811.956256,11.13044688,43.89336672,31.33080901,CRITICAL,22.02,317.7,100.8,10,51
128.2516391,130.4731491,3926.430724,97.31299925,30.23403608,113.2100829,CRITICAL,23.27,332,153.1,10,48.5
27.32491263,31.38044203,3193.213084,45.50363262,47.51205429,66.17597648,CRITICAL,17.89,278.3,97.5,10,59.2
16.66096167,14.43099672,1990.748501,56.80693467,5.491760619,65.06223227,CRITICAL,14.94,252.3,84.7,10,65.1
59.58680772,63.60099888,6809.485641,5.804116716,51.48447353,82.12201491,CRITICAL,21.96,320.8,151.1,10,51.1
14.61490836,15.831713,4387.711648,81.87793253,71.43389608,98.02263648,CRITICAL,26.78,358.2,142.4,10,41.4
60.54015035,62.85472478,3015.165078,28.35598411,82.9218079,103.9883464,CRITICAL,17.1,273.5,132.9,10,60.8
75.97518016,74.41335882,5349.716509,29.52739869,58.14975474,63.70167767,CRITICAL,21.6,305.1,116,10,51.8
22.19321082,18.62818304,4150.545908,36.43758313,45.97342276,55.70624088,CRITICAL,19.39,293,96.2,10,56.2
2.480396729,0.810534918,1270.417374,64.32655941,36.95934533,78.37162521,CRITICAL,15.74,268.4,92.4,10,63.5
78.26637569,75.90928019,3325.552048,93.98350061,64.93099234,89.13740705,CRITICAL,24,335.6,121.7,10,47
52.19121174,54.19714791,3738.75538,14.8907289,97.67933329,93.61048419,CRITICAL,18.62,289.2,133.3,10,57.8
119.735744,115.9041822,1368.434741,89.99225901,28.00334206,115.5292685,CRITICAL,18.48,279.8,128.3,10,58
107.3030319,104.3152033,6222.484955,3.683488658,62.91584837,113.711903,CRITICAL,20.54,304.8,176.7,10,53.9
94.00050805,92.01134365,5618.310579,69.28010634,86.26737831,96.79442109,CRITICAL,27.16,375.2,154.3,10,40.7
52.18791845,52.09566012,3694.68189,11.01069155,63.17082691,66.40118242,CRITICAL,15.83,262.4,102.8,10,63.3
34.0022326,38.47810034,3381.916298,3.511134352,75.37509232,63.9029958,CRITICAL,16.46,267.4,98.3,10,62.1
31.88150292,26.88308879,1782.897352,35.37353699,93.22742637,111.7322988,CRITICAL,17.26,271.6,129.5,10,60.5
102.1127605,100.6813992,5820.9543,62.37933869,65.83848615,104.8256066,CRITICAL,25.85,361.4,163.2,10,43.3
125.5409037,126.3371742,6422.371797,56.24601378,89.75791167,35.57907516,CRITICAL,27.45,377.4,99,10,40.1
68.90199548,67.08186329,1838.776963,2.376643106,83.31829297,31.82755438,CRITICAL,13.37,236.1,51.3,10,68.3
42.62764436,44.39703755,6506.225083,46.53995962,44.30069115,78.90111117,CRITICAL,24.7,344.1,142.6,10,45.6
4.410797105,7.973507939,764.3471173,17.02194071,59.77410408,89.89977873,CRITICAL,11.74,214.6,100.1,10,71.5
114.0472819,110.4486942,3166.68938,71.93390763,56.44229053,74.19833817,CRITICAL,20.77,312.2,105,10,53.5
86.56030736,86.82987257,3436.661895,15.49830321,5.705887568,116.2317102,CRITICAL,13.59,230.8,152.5,10,67.8
103.7347964,102.7202816,5980.17847,44.33473395,86.98973271,105.3933532,CRITICAL,25.41,357.9,164.5,10,44.2
84.30498986,83.10273661,3914.741811,93.36276675,10.37091464,84.11509035,CRITICAL,23.19,329.1,122,10,48.6
51.21183789,47.64266785,6317.470448,40.57090809,26.19500058,50.84649352,CRITICAL,22.9,327.2,114.2,10,49.2
1.993575015,3.626255197,5642.313528,57.82627735,92.10425564,96.12985046,CRITICAL,27,369.1,152.1,10,41
137.0978235,141.8680258,6724.647592,78.56118899,49.31309123,91.99219088,CRITICAL,28.26,385.1,160.5,10,38.5
21.64680655,24.79398015,1741.504772,80.41097863,51.66841985,57.68862526,CRITICAL,19.33,289.3,74.9,10,56.3
80.72525221,75.91322291,1532.067392,26.05486714,14.52954547,38.18826523,CRITICAL,11.97,218.9,53.4,11.8,70.2
123.7324962,123.4298242,4011.825044,76.21860492,65.89526847,60.96974699,CRITICAL,23.6,339.9,101.9,10,47.8
3.81285248,7.187555295,2315.972062,76.19169474,86.14618619,70.58825575,CRITICAL,21.97,316.8,93.6,10,51.1
116.2082434,120.0842871,4162.878622,18.89559232,13.58869872,110.147786,CRITICAL,15.9,264.4,150.1,10,63.2
62.36315815,61.27612352,3971.114511,50.70503343,46.03292775,33.69625759,CRITICAL,20.22,296.4,73.8,10,54.6
23.47056855,23.21415927,1582.733421,60.16999189,67.8016672,112.5901835,CRITICAL,17.35,266.7,129,10,60.3
113.3512396,116.4346193,2864.497695,42.03409724,14.67804797,51.39819971,CRITICAL,15.33,247.1,80.2,10,64.3
105.1298546,106.7987431,6875.620296,63.51575236,67.19844587,71.5370985,CRITICAL,28.67,386,140.7,10,37.7
79.71829573,83.93816043,3881.538437,88.23215259,64.6025867,71.77265723,CRITICAL,24.1,331.1,110.9,10.5,46.6
121.2322554,123.0082484,1925.023031,42.58052284,31.91047208,45.67625844,CRITICAL,14.63,252.1,65.3,10,65.7
17.14846712,16.68827915,6503.497462,46.72218495,25.7504228,100.539804,CRITICAL,23.36,336.4,165.7,10,48.3
5.438234316,1.616416659,1296.016004,68.03820868,38.76263096,73.53076283,CRITICAL,15.53,262.1,87.2,10,63.9
132.3766574,137.3599634,1281.642445,25.88960932,59.87983012,70.3029892,CRITICAL,12.78,237.4,84.8,10,69.4
52.43898953,56.52407823,3286.10629,55.44483179,27.04756348,68.29228759,CRITICAL,18.39,287.1,100.9,10,58.2
112.0272182,108.7482142,1782.162857,93.93062612,29.62989737,89.04333819,CRITICAL,19.73,296.3,105.9,10,55.5
81.92741282,83.28459906,1947.479476,62.81884013,94.48766186,38.13558485,CRITICAL,20.25,300.6,56.5,10,54.5
3.963356264,4.862711175,2432.020402,48.10412818,55.07882708,43.18728636,CRITICAL,17.44,276.9,66.4,10,60.1
83.49353504,80.50061925,2872.291322,76.25319267,2.276080025,56.9206157,CRITICAL,18.26,285.6,84.7,10,58.5
16.83173089,13.40436501,2444.750701,35.97876411,34.58512688,117.9979294,CRITICAL,15.52,245.6,144,10,64
123.4569862,121.5841629,634.9911296,45.37947975,14.85289509,95.24094536,CRITICAL,10.61,207.1,100.4,10,73.8
88.4041578,86.49653738,4382.105942,66.72941768,72.10320624,104.4941367,CRITICAL,24.28,338.5,147.5,10,46.4
87.87301002,87.61428645,4001.768879,99.02069879,22.33118407,101.6456625,CRITICAL,23.49,333.5,142.6,10,48
11.78440459,11.14281678,5902.738802,3.48191406,33.70531573,75.69161673,CRITICAL,18.7,294.8,135.1,10,57.6
76.72632403,75.2227504,3474.602155,42.61766996,14.29475866,30.11916698,CRITICAL,17.29,273.2,64.1,10,60.4
146.9222743,151.1154058,1934.706267,87.95868089,76.17391894,39.22206256,CRITICAL,21.13,306.2,59,10,52.7
130.6722957,128.7113242,2872.281232,58.58285261,76.67550735,48.47045144,CRITICAL,19.84,305.1,78.2,10,55.3
112.4728812,117.4579459,4147.81654,60.11088746,51.21388809,37.57519209,CRITICAL,21.71,317.6,78.7,10,51.6
49.54406064,47.34722605,4260.390932,94.73046883,87.51109533,53.27633628,CRITICAL,26.48,370.3,95.9,10,42
33.95882178,38.66560843,2056.829635,10.84421334,2.350313034,60.78130471,CRITICAL,10.14,199.8,80.5,10,74.7
38.43748829,34.1757241,2530.495911,25.69883951,27.19975786,48.01572195,CRITICAL,14.48,240.7,73.9,10,66
108.8648303,110.6411213,5247.66788,34.72187191,11.21549244,30.25909604,CRITICAL,19.74,300.1,82.5,10,55.5
70.81344697,74.96822179,2948.298089,71.90044448,24.8955655,116.4199406,CRITICAL,19.6,294.1,146.5,10,55.8
135.5549674,136.0889936,4834.986672,68.33841794,58.38698181,95.5071813,CRITICAL,24.71,340.5,143.4,10,45.6
91.4346501,91.35471706,6207.998854,30.06356505,35.92714379,110.4710109,CRITICAL,22.3,326.1,174.3,10,50.4
133.2961547,130.2371321,2283.240498,27.34233423,28.11874455,67.14944204,CRITICAL,13.95,237,90.4,10,67.1
107.265842,110.482176,3867.230321,73.28566537,52.5285184,90.80441484,CRITICAL,22.42,325.9,129.1,10,50.2
144.4215536,149.2807231,4151.097283,39.18486482,0.656498504,89.11204722,CRITICAL,16.94,270.3,129.9,10,61.1
99.07378895,94.81456632,6289.781156,17.55439642,27.61017635,107.051302,CRITICAL,20.75,306.6,170.6,10,53.5
140.1091499,139.8775702,1097.789078,90.29619212,28.62057039,77.83225061,CRITICAL,17.53,283.2,87.2,10,59.9
69.0248205,70.03325184,1665.364833,5.041220674,71.62529869,116.0123729,CRITICAL,12.06,221.9,132.2,10,70.9
39.68865522,36.77163661,2997.299856,19.53899003,19.05984145,54.56525982,CRITICAL,14.23,245.4,83.1,10,66.5
23.63854832,21.14902229,1598.857149,82.32050743,53.58154255,67.92351731,CRITICAL,19.33,295.2,82.6,10,56.3
24.68443149,20.29092672,2736.715131,82.9740602,5.591562659,57.67492664,CRITICAL,19.87,302.9,84.4,10,55.3
29.74712383,29.50531369,6369.714517,29.96818266,55.97669812,108.3756926,CRITICAL,24.24,344.8,171.9,10,46.5
110.3102834,106.9335218,4250.574648,37.9831688,48.48202809,81.72630511,CRITICAL,20.17,289.1,126.3,10,54.7
59.49112954,58.76745469,2550.958746,64.69943773,82.91885006,45.82291499,CRITICAL,20.16,302.4,70.2,10,54.7
61.62647662,60.83950718,2551.580678,59.36950692,87.93086211,76.74954196,CRITICAL,19.1,275,101.5,10,56.8
130.1877442,132.3874608,3679.415533,29.91864756,2.254518806,55.17248818,CRITICAL,15.77,250.8,92.9,10,63.5
57.879122,56.29250562,1629.172289,10.67114482,5.009983711,71.83996665,CRITICAL,9.39,189.9,89,10,76.2
52.46292697,53.01839793,5865.359249,8.859390997,23.39124144,82.25123533,CRITICAL,19,291.8,142.2,10,57
109.2324523,110.5487574,1839.168131,45.5400424,46.87304123,117.6108504,CRITICAL,15.8,257.4,136.3,10,63.4
21.18442869,20.70733081,2009.827903,1.527934463,84.81140187,91.83059741,CRITICAL,12.4,221.8,111.7,10,70.2
63.73275568,66.54340832,4325.314561,53.91095674,96.49832649,86.26906118,CRITICAL,24.27,341.6,129.9,10,46.5
128.9151874,130.8798645,6943.031436,53.55004332,1.802334861,65.0863273,CRITICAL,24.03,346,135,10,46.9
55.10904888,57.8605472,3797.440803,89.55982252,35.29117335,96.11886725,CRITICAL,23.45,332.5,133.9,10,48.1
56.19326346,57.85687524,3357.284765,6.873344406,42.34340887,95.44334088,CRITICAL,14.92,252.3,130.1,10,65.2
100.9838721,102.5658362,5351.655654,96.56662938,21.95052561,99.1293431,CRITICAL,27.12,368.2,153.3,10,40.8
50.8104911,48.0010209,1034.60464,96.78372815,73.9068134,36.70143167,CRITICAL,19.83,298.9,45.7,10,55.3
64.26047271,65.48364238,3280.796082,54.16803793,41.6324033,56.82883946,CRITICAL,18.86,279.2,90.2,10,57.3
139.0685673,141.4261828,1192.787583,15.05360232,38.95758814,72.79859918,CRITICAL,11.09,209.7,83.2,10,72.8
143.6018773,145.8402797,2739.409623,9.673725149,12.04024883,117.6804549,CRITICAL,12.12,228.7,145.5,10,70.8
137.2324126,132.5311802,5998.001096,57.94361002,37.93152755,92.97563131,CRITICAL,24.61,343.8,151.8,10,45.8
114.0739973,113.4174051,6541.615094,33.44665275,25.11787257,44.30400887,CRITICAL,22.17,321.5,109.8,10,50.7
119.8981422,121.6120446,6948.064192,71.54331513,22.34866835,91.93302797,CRITICAL,27.92,380.6,161.4,10,39.2
147.8766675,146.9761721,2319.087842,75.14136916,43.56782657,80.75984466,CRITICAL,18.47,287.4,103.4,10,58.1
4.449752557,0.61488191,2082.504659,87.02392055,15.59336166,42.40384575,CRITICAL,18.77,288.6,64.9,10,57.5
133.0341096,132.5297075,1719.095703,83.80600893,10.07677203,87.81913106,CRITICAL,17.91,273.9,104.5,10,59.2
11.65686276,14.37166863,5805.781418,91.07621549,57.30355983,107.4647766,CRITICAL,28.88,385.8,165.2,10,37.2
102.4243756,104.9628127,2447.258568,19.9504273,77.63908602,50.10255803,CRITICAL,15.81,262.7,74,10,63.4
147.3263744,147.8491597,6043.629007,13.99221547,60.58650333,81.91277578,CRITICAL,20.08,299,141.7,10,54.8
54.63083352,54.02357261,4536.87475,42.4644214,74.04988706,42.77958188,CRITICAL,20.91,305.2,88.5,10,53.2
42.19828027,41.18702122,1821.051323,24.93487519,61.92015423,37.78248616,CRITICAL,14.22,241.3,56.3,10,66.6
53.01711652,56.81933391,1101.03765,29.90236227,92.3257798,59.24265714,CRITICAL,15.12,253.8,69.1,10,64.8
52.18791845,52.09566012,3694.68189,11.01069155,63.17082691,66.40118242,CRITICAL,17.42,279.1,104.6,10,60.2
20.13036395,19.43585423,3655.517476,54.83512986,28.45729494,112.4626303,CRITICAL,18.84,280,149.3,10,57.3
58.06562376,60.89527435,829.9204816,52.71784688,44.06321568,92.25972412,CRITICAL,13.45,230.1,100.2,10,68.1
78.10454626,76.13195085,5528.649358,81.25540112,30.33718261,100.6072465,CRITICAL,26.62,362.6,156.6,10,41.8
43.41054615,40.90779686,6109.474258,57.52926724,75.82652073,68.09936619,CRITICAL,27.05,378.6,129.6,10,40.9
10.30923024,9.865291516,2577.102746,67.45521534,15.21937074,48.82295308,CRITICAL,17.4,283.6,75.3,10,60.2
146.8579746,148.5993593,3622.948073,88.34431041,72.88306145,70.27080446,CRITICAL,24.51,348.6,105.5,10,46
148.6842669,153.5659994,1678.668449,87.35768248,57.00438965,104.8895078,CRITICAL,20,302.8,119.9,10,55
23.90841464,24.96432706,6641.196262,60.79510962,85.68783684,33.62781807,CRITICAL,28.8,391.1,101.5,10,37.4
121.833844,117.1066967,5688.745579,48.49472363,73.0043566,89.7902668,CRITICAL,25.12,345.7,146.9,10,44.8
142.6024106,145.8836539,6801.969392,60.63674761,98.25639034,66.88028899,CRITICAL,29.28,391.4,135.1,10,36.4
55.67083458,52.79051496,2145.82614,95.82281011,83.04912329,84.08105404,CRITICAL,22.99,334.6,107.7,10,49
0.662838937,4.322064519,4231.149371,37.69989264,42.46195143,90.71662945,CRITICAL,19.34,297.2,135.7,10,56.3
146.2264912,149.4643543,873.09522,43.5402277,85.28068864,63.0085362,CRITICAL,14.62,250.9,71.2,10,65.8
59.42165565,57.64026048,5076.932852,48.48746604,84.17507299,89.50053562,CRITICAL,24.42,346.5,140.2,10,46.2
38.68315281,38.56309738,2644.531103,21.04679315,90.38716566,102.3602014,CRITICAL,17.33,270.7,128.7,10,60.3
126.4521532,121.5577193,5537.402625,61.3089377,83.22123828,119.8504413,CRITICAL,25.95,362.2,176,10,43.1
97.09222163,100.9890148,3153.88522,71.57348886,64.65502844,87.31518641,CRITICAL,22.03,323.9,119.8,10,50.9
117.3957147,119.8781677,5203.99833,57.37293011,16.82659759,90.55736452,CRITICAL,22.33,320.6,140.6,10,50.3
87.36742483,90.92093252,1845.403657,97.49298306,47.72452552,117.1650479,CRITICAL,21.47,316.1,134.6,10,52.1
22.8158676,24.79416257,4516.883875,73.69493998,36.29501084,69.27117271,CRITICAL,22.74,331,114.7,10,49.5
56.55272846,59.43087518,4842.995962,26.58141862,45.29118052,76.46891251,CRITICAL,19.47,302.1,124.8,10,56.1
112.916261,108.1928447,6374.393879,90.89679062,61.21793972,37.59461007,CRITICAL,29.99,384.4,101.2,10,35
126.2713064,126.0725135,5765.527017,87.16809365,98.65387762,48.29481026,CRITICAL,29.89,401.1,105.3,10,35.2
26.38353773,22.38332033,4465.82539,32.4566539,73.08837776,61.72298686,CRITICAL,19.76,300.4,106.4,10,55.5
147.7818378,145.7937149,4130.043845,57.36677257,2.655823197,80.80245983,CRITICAL,18.99,285,119.2,10,57
112.9594569,112.2914035,2646.615854,1.032092302,17.06102831,73.8636751,CRITICAL,11.45,214.7,100.6,10,72.1
54.22326449,51.52967673,952.9606989,92.69607592,12.08097609,109.635294,CRITICAL,17.34,267.9,120.4,10,60.3
17.14846712,16.68827915,6503.497462,46.72218495,25.7504228,100.539804,CRITICAL,25.04,350.6,164.8,10,44.9
104.4332154,99.56973569,1440.685928,15.37493445,81.58224488,114.2690149,CRITICAL,13.08,232.8,128.7,10,68.8
96.8163304,94.75815322,1539.858612,90.07648429,23.03470672,103.9309017,CRITICAL,18.38,289.3,119.2,10,58.2
82.74672771,84.2803872,5002.411168,43.2389673,95.07077988,69.46802465,CRITICAL,23.97,338.9,118.8,10,47.1
33.23277243,33.33321117,6897.941609,73.27200015,31.59334277,35.5423898,CRITICAL,27.89,383.9,104.2,10,39.2
104.222663,107.5712564,3682.840289,55.12670322,45.26560621,83.56950314,CRITICAL,20.06,301.2,120.3,10,54.9
83.1655752,86.35944221,2606.868473,32.43700438,83.03460864,37.92655362,CRITICAL,19.28,298.5,64,10,56.4
75.10156122,77.32380057,2865.904628,89.41759341,8.781401875,99.10060948,CRITICAL,18.97,287,127.7,10,57.1
72.37140089,77.14811829,5708.395873,79.88922049,38.352574,106.6519536,CRITICAL,26.42,368.4,165.4,10,42.2
44.45592579,39.99399163,1694.339059,43.65627405,85.15399265,118.9028749,CRITICAL,17.2,273,135.7,10,60.6
119.4162063,119.6035996,2944.88301,81.94290135,99.02609655,80.43785864,CRITICAL,24.15,342,109.3,10,46.7
135.0171723,132.7805919,2966.097249,51.8453897,13.98911919,31.25766415,CRITICAL,17.54,277.8,61.5,10,59.9
46.24635836,45.9969459,6101.318891,91.90746686,49.92082678,102.5179125,CRITICAL,29.06,393.9,162.2,10,36.9
132.1306139,129.6834898,2800.392087,82.77355787,77.28189693,70.60555336,CRITICAL,22.32,317.2,98.5,10,50.4
33.3006772,29.85221245,4464.427378,83.17000034,65.66835012,117.2178431,CRITICAL,24.69,338,162.2,10,45.6
7.073153,6.106912661,825.1127206,21.63084827,26.29893919,115.7629769,CRITICAL,10.17,203,124.7,10,74.7
118.1092451,113.3596067,1331.958922,69.61208333,8.188497618,92.72213773,CRITICAL,15.29,257,105.8,10,64.4
52.61274112,55.4962489,1534.543191,84.99546576,76.3860808,37.21373983,CRITICAL,20.32,302.4,52.7,10,54.4
3.373937757,5.50572112,5859.073786,97.05755185,26.99753016,55.95294595,CRITICAL,27.88,376.8,116.3,10,39.2
58.14033191,57.75972792,1257.566239,57.66946316,7.880790012,79.23159765,CRITICAL,13.68,233.8,91.4,10,67.6
117.621994,122.5113124,4958.978988,65.39252033,17.45355191,71.37215992,CRITICAL,22.12,320.2,120.6,10,50.8
45.09478929,45.15951102,2333.499861,69.60616123,49.56220361,83.33675689,CRITICAL,19.01,295.5,107.6,10,57
20.00829256,21.43416637,1430.809218,35.39801994,43.72615455,38.4730163,CRITICAL,12.82,224.1,52.7,10,69.4
139.6960404,134.9522008,2597.0748,87.43224406,34.9054689,106.5056256,CRITICAL,20.94,304,131.3,10,53.1
136.2967307,131.3375275,1925.639453,13.76839082,43.66373695,40.24171382,CRITICAL,11.75,214.9,59.7,10,71.5
18.04899861,15.31109013,2070.988002,86.8270822,82.5315386,104.2593873,CRITICAL,21.58,299.3,126,10,51.8
121.677064,125.8655424,3591.249798,19.8452638,5.147935422,39.67830657,CRITICAL,14.33,253.3,75.7,10,66.3
14.42776188,12.35466392,3579.092107,52.44142137,38.86227761,114.0742395,CRITICAL,19.63,301.3,148.8,10,55.7
47.19046701,48.61708682,993.3356558,72.22873253,78.13357114,77.03099722,CRITICAL,18.15,280.9,86.9,10,58.7
65.41371054,62.62094454,4001.462794,96.25913125,91.64309544,86.30375886,CRITICAL,27.07,361.8,124.1,10,40.9
76.09405515,80.39051575,1769.027228,97.41365049,78.37235763,37.49712764,CRITICAL,22.78,326.1,54.8,10,49.4
44.54753527,43.09153174,3706.868105,43.17171706,4.507746073,111.2467067,CRITICAL,16.5,268.6,148.9,10,62
22.52535012,26.00438764,4376.973059,57.57191273,32.38341366,113.9254599,CRITICAL,21.27,312,159,10,52.5
95.16383753,93.06666468,3084.584264,10.33390099,69.56093719,83.97358324,CRITICAL,15.11,254.5,114.5,10,64.8
47.41605827,45.94604621,6910.169286,59.64635097,93.03963543,114.091172,CRITICAL,29.79,394.4,184.7,10,35.4
68.62090961,66.90675457,5513.615833,91.8598352,75.79206003,104.6426081,CRITICAL,29.05,386.8,161.6,10,36.9
118.7370015,122.2507676,2157.892546,29.37395102,58.82153569,60.56030103,CRITICAL,15.22,246.2,83.5,10,64.6
